('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(397331, 574, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '415', 'Vitamin B-6', Decimal('0.293000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('0.293000000'), 'raw', 0)
(399216, 574, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '415', 'Vitamin B-6', Decimal('0.174000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.174000000'), 'other', 0)
(399300, 574, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '415', 'Vitamin B-6', Decimal('0.965000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.965000000'), 'dried or powder', 0)
(424290, 1014, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '406', 'Niacin', Decimal('1.500000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 52), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('1.500000000'), None, 0)
(399182, 2100, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0E-9'), 'other', 0)
(399270, 2100, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0E-9'), 'dried or powder', 0)
(399348, 2100, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0E-9'), 'cooked', 0)
(424262, 2100, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '262', 'Caffeine', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('0E-9'), None, 0)
(397313, 3514, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '301', 'Calcium, Ca', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('2.000000000'), 'raw', 0)
(399186, 3514, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '301', 'Calcium, Ca', Decimal('2.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('2.000000000'), 'other', 0)
(399273, 3514, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '301', 'Calcium, Ca', Decimal('11.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('11.000000000'), 'dried or powder', 0)
(399351, 3514, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '301', 'Calcium, Ca', Decimal('3.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('3.000000000'), 'cooked', 0)
(424265, 3514, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '301', 'Calcium, Ca', Decimal('3.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('3.000000000'), None, 0)
(397315, 3519, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '304', 'Magnesium, Mg', Decimal('20.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('20.000000000'), 'raw', 0)
(399188, 3519, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '304', 'Magnesium, Mg', Decimal('19.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('19.000000000'), 'other', 0)
(399275, 3519, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '304', 'Magnesium, Mg', Decimal('132.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('132.000000000'), 'dried or powder', 0)
(399353, 3519, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '304', 'Magnesium, Mg', Decimal('14.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('14.000000000'), 'cooked', 0)
(424267, 3519, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '304', 'Magnesium, Mg', Decimal('14.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('14.000000000'), None, 0)
(397316, 3521, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '305', 'Phosphorus, P', Decimal('112.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('112.000000000'), 'raw', 0)
(399189, 3521, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '305', 'Phosphorus, P', Decimal('111.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('111.000000000'), 'other', 0)
(399276, 3521, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '305', 'Phosphorus, P', Decimal('294.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('294.000000000'), 'dried or powder', 0)
(399354, 3521, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '305', 'Phosphorus, P', Decimal('29.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('29.000000000'), 'cooked', 0)
(424268, 3521, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '305', 'Phosphorus, P', Decimal('29.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('29.000000000'), None, 0)
(397317, 3522, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '306', 'Potassium, K', Decimal('304.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('304.000000000'), 'raw', 0)
(399190, 3522, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '306', 'Potassium, K', Decimal('326.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('326.000000000'), 'other', 0)
(399277, 3522, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '306', 'Potassium, K', Decimal('1534.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('1534.000000000'), 'dried or powder', 0)
(399355, 3522, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '306', 'Potassium, K', Decimal('117.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('117.000000000'), 'cooked', 0)
(424269, 3522, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '306', 'Potassium, K', Decimal('117.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('117.000000000'), None, 0)
(397318, 3524, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '307', 'Sodium, Na', Decimal('9.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('9.000000000'), 'raw', 0)
(399191, 3524, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '307', 'Sodium, Na', Decimal('5.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('5.000000000'), 'other', 0)
(399278, 3524, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '307', 'Sodium, Na', Decimal('13.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('13.000000000'), 'dried or powder', 0)
(399356, 3524, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '307', 'Sodium, Na', Decimal('4.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('4.000000000'), 'cooked', 0)
(424270, 3524, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '307', 'Sodium, Na', Decimal('240.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('240.000000000'), None, 0)
(397320, 3583, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '312', 'Copper, Cu', Decimal('0.142000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('0.142000000'), 'raw', 0)
(399193, 3583, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '312', 'Copper, Cu', Decimal('0.163000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.163000000'), 'other', 0)
(399280, 3583, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '312', 'Copper, Cu', Decimal('5.165000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('5.165000000'), 'dried or powder', 0)
(399358, 3583, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '312', 'Copper, Cu', Decimal('0.896000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.896000000'), 'cooked', 0)
(424272, 3583, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '312', 'Copper, Cu', Decimal('0.896000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('0.896000000'), None, 0)
(397311, 3716, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '269', 'Sugars, total', Decimal('2380.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('2380.000000000'), 'raw', 0)
(399184, 3716, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '269', 'Sugars, total', Decimal('300.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('300.000000000'), 'other', 0)
(399272, 3716, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '269', 'Sugars, total', Decimal('2210.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('2210.000000000'), 'dried or powder', 0)
(399350, 3716, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '269', 'Sugars, total', Decimal('3840.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('3840.000000000'), 'cooked', 0)
(424264, 3716, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '269', 'Sugars, total', Decimal('3840.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('3840.000000000'), None, 0)
(397319, 3730, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '309', 'Zinc, Zn', Decimal('1.030000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('1.030000000'), 'raw', 0)
(399192, 3730, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '309', 'Zinc, Zn', Decimal('0.960000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.960000000'), 'other', 0)
(399279, 3730, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '309', 'Zinc, Zn', Decimal('7.660000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('7.660000000'), 'dried or powder', 0)
(399357, 3730, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '309', 'Zinc, Zn', Decimal('1.330000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('1.330000000'), 'cooked', 0)
(424271, 3730, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '309', 'Zinc, Zn', Decimal('1.330000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('1.330000000'), None, 0)
(397327, 8425, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '404', 'Thiamin', Decimal('0.015000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('0.015000000'), 'raw', 0)
(399212, 8425, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '404', 'Thiamin', Decimal('0.099000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.099000000'), 'other', 0)
(399296, 8425, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '404', 'Thiamin', Decimal('0.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.300000000'), 'dried or powder', 0)
(399374, 8425, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '404', 'Thiamin', Decimal('0.037000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.037000000'), 'cooked', 0)
(424288, 8425, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '404', 'Thiamin', Decimal('0.037000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 52), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('0.037000000'), None, 0)
(397328, 12163, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '405', 'Riboflavin', Decimal('0.217000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('0.217000000'), 'raw', 0)
(399213, 12163, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '405', 'Riboflavin', Decimal('0.274000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.274000000'), 'other', 0)
(399297, 12163, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '405', 'Riboflavin', Decimal('1.270000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('1.270000000'), 'dried or powder', 0)
(399375, 12163, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '405', 'Riboflavin', Decimal('0.170000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('0.170000000'), 'cooked', 0)
(424289, 12163, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '405', 'Riboflavin', Decimal('0.170000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 52), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('0.170000000'), None, 0)
(397310, 13393, 'Compound', 562, '11238', 'Mushrooms, shiitake, raw', None, None, '255', 'Water', Decimal('89740.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 34), datetime.datetime(2019, 12, 11, 20, 51, 18), None, None, Decimal('89740.000000000'), 'raw', 0)
(399181, 13393, 'Compound', 562, '11267', 'Mushrooms, shiitake, stir-fried', None, None, '255', 'Water', Decimal('87740.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 54), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('87740.000000000'), 'other', 0)
(399269, 13393, 'Compound', 562, '11268', 'Mushrooms, shiitake, dried', None, None, '255', 'Water', Decimal('9500.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 55), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('9500.000000000'), 'dried or powder', 0)
(399347, 13393, 'Compound', 562, '11269', 'Mushrooms, shiitake, cooked, without salt', None, None, '255', 'Water', Decimal('83480.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 57, 56), datetime.datetime(2019, 12, 11, 20, 51, 31), None, None, Decimal('83480.000000000'), 'cooked', 0)
(424261, 13393, 'Compound', 562, '11798', 'Mushrooms, shiitake, cooked, with salt', None, None, '255', 'Water', Decimal('83480.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 2, 51), datetime.datetime(2019, 12, 11, 20, 56, 26), None, None, Decimal('83480.000000000'), None, 0)
