;orig_food_id;id_food_table;food_group;food_subgroup;nombre_primario;nombre_secundario;G_energy;G_protein;G_fiber, total dietary;G_carbohydrate;G_carbohydrate, by difference;G_fatty acids, total monounsaturated;G_fatty acids, total polyunsaturated;G_fatty acids, total saturated;G_sugars, total;G_total lipid (fat);G_ash;M_calcium;M_iron;M_magnesium;M_manganese;M_phosphorus;M_potassium;M_selenium;M_sodium;M_zinc;M_copper;V_vit b1;V_vit b2;V_vit b5;V_vit b6;V_vit b9;V_vit c;V_vit k;AE_alanine;AE_arginine;AE_aspartic acid;AE_cystine;AE_glutamine;AE_glycine;AE_proline;AE_serine;AE_tyrosine;ANE_histidine;ANE_isoleucine;ANE_leucine;ANE_lysine;ANE_methionine;ANE_phenylalanine;ANE_threonine;ANE_tryptophan;ANE_valine;OT_choline;Cluster
193;2039;167;herbs and spices;herbs;summer savory;spices, savory, ground;272.0;6730.0;45700.0;0.0;68730.0;0.0;0.0;3260.0;0.0;5910.0;9630.0;2132.0;37.88;377.0;6.1;140.0;1051.0;0.0046;24.0;4.3;0.847;0.366;0.0;0.0;1.81;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
194;20315;205;cereals and cereal products;cereals;corn;corn flour, whole-grain, blue (harina de maiz morado);364.244742;8750.0;8400.0;0.0;73890.0;0.0;0.0;0.0;0.0;5090.0;1440.0;5.0;1.74;110.0;0.54;263.0;381.0;0.0022;5.0;2.24;0.154;0.16;0.23;0.55;0.47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
195;19859;707;cocoa and cocoa products;cocoa products;cocoa powder;cocoa, dry powder, hi-fat or breakfast, plain;486.137667;16800.0;29800.0;0.0;51390.0;7380.0;769.0;12640.0;1550.0;23710.0;5100.0;122.0;14.5;519.0;0.0;758.0;1574.0;0.0123;20.0;6.7;3.61;0.08;0.37;0.0;0.19;0.038;0.0;0.0023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.9;2
196;19860;707;cocoa and cocoa products;cocoa products;cocoa powder;cocoa, dry powder, hi-fat or breakfast, processed with alkali;479.445507;16800.0;33900.0;0.0;49710.0;7380.0;769.0;12640.0;1530.0;23710.0;6790.0;122.0;14.5;476.0;0.0;758.0;2509.0;0.0123;20.0;6.7;3.61;0.08;0.37;0.0;0.19;0.038;0.0;0.0044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.4;2
197;16118;85;soy;soy;soy bean;soy flour, low-fat;375.0;45510.0;16000.0;0.0;34930.0;1460.0;4215.0;1290.0;10530.0;8900.0;6040.0;285.0;8.2;285.0;3.15;675.0;2090.0;0.0589;9.0;4.1;1.6;1.088;0.28;1.55;1.05;0.289;0.0;0.0039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;191.7;2
198;9188;791;fruits;fruit products;fruit salad;fruit, mixed, (prune and apricot and pear), dried;243.068834;2460.0;7800.0;0.0;64060.0;232.0;110.0;40.0;0.0;490.0;1820.0;38.0;2.71;39.0;0.227;77.0;796.0;0.0;18.0;0.5;0.385;0.044;0.157;0.441;0.159;0.004;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
199;19171;707;cocoa and cocoa products;cocoa products;cocoa powder;cocoa, dry powder, unsweetened, hersheys european style cocoa;400.095602;20000.0;20000.0;0.0;60000.0;0.0;0.0;0.0;0.0;10000.0;0.0;0.0;36.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
200;2006;74;herbs and spices;spices;cardamom;spices, cardamom;311.424474;10760.0;28000.0;0.0;68470.0;870.0;430.0;680.0;0.0;6700.0;5780.0;383.0;13.97;229.0;28.0;178.0;1119.0;0.0;18.0;7.47;0.383;0.198;0.182;0.0;0.23;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6
201;9085;204;fruits;berries;common grape;currants, zante, dried;283.0;4080.0;6800.0;0.0;74080.0;47.0;180.0;28.0;67280.0;270.0;2360.0;86.0;3.26;41.0;0.469;125.0;892.0;0.0007;8.0;0.66;0.468;0.16;0.142;0.045;0.296;0.01;4.7;0.0033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.6;4
202;11982;40;vegetables;fruit vegetables;pepper;peppers, pasilla, dried;345.0;12350.0;26800.0;0.0;51130.0;0.0;0.0;0.0;0.0;15850.0;5820.0;97.0;9.83;130.0;1.58;267.0;2222.0;0.0032;89.0;1.4;0.423;0.172;3.197;1.591;4.228;0.17;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2
203;11663;285;aquatic foods;seaweed;agar;seaweed, agar, dried;306.405354;6210.0;7700.0;0.0;80880.0;27.0;102.0;61.0;2970.0;300.0;3930.0;625.0;21.4;770.0;4.3;52.0;1125.0;0.0074;102.0;5.8;0.61;0.01;0.222;3.018;0.303;0.58;0.0;0.0244;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.3;1
204;35194;577;vegetables;other vegetables;agave;agave, dried (southwest);341.061185;1710.0;15600.0;0.0;81980.0;0.0;0.0;0.0;50700.0;690.0;3980.0;770.0;3.64;207.0;0.337;37.0;767.0;0.0006;14.0;12.1;0.189;0.021;0.644;0.15;0.216;0.007;0.3;0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4
205;35134;205;cereals and cereal products;cereals;corn;corn, dried (navajo);386.23327;9880.0;0.0;0.0;74930.0;1483.0;1900.0;820.0;5380.0;5220.0;1860.0;15.0;1.92;124.0;0.848;337.0;511.0;0.0;13.0;3.05;0.195;0.2;0.068;0.38;0.372;0.077;0.0;0.0009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1
