('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(240726, 574, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '415', 'Vitamin B-6', Decimal('2.690000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('2.690000000'), 'dried or powder', 0)
(240706, 3522, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '306', 'Potassium, K', Decimal('1070.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('1070.000000000'), 'dried or powder', 0)
(709202, 3522, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'POTASSIUM', 'POTASSIUM', Decimal('2470.000000000'), Decimal('2470.000000000'), Decimal('2470.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 46), datetime.datetime(2018, 6, 24, 23, 22, 8), None, None, Decimal('2470.000000000'), 'other', 1)
(709203, 3522, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Plant', 'POTASSIUM', 'POTASSIUM', Decimal('1116.500000000'), Decimal('1070.000000000'), Decimal('1163.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 46), datetime.datetime(2018, 6, 24, 23, 22, 8), None, None, Decimal('1116.500000000'), 'other', 1)
(240707, 3524, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '307', 'Sodium, Na', Decimal('11.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('11.000000000'), 'dried or powder', 0)
(709204, 3524, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'SODIUM', 'SODIUM', Decimal('108.000000000'), Decimal('108.000000000'), Decimal('108.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 46), datetime.datetime(2018, 6, 24, 23, 22, 8), None, None, Decimal('108.000000000'), 'other', 1)
(709205, 3524, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Plant', 'SODIUM', 'SODIUM', Decimal('1.150000000'), Decimal('1.100000000'), Decimal('1.200000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 46), datetime.datetime(2018, 6, 24, 23, 22, 9), None, None, Decimal('1.150000000'), 'other', 1)
(240709, 3583, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '312', 'Copper, Cu', Decimal('0.757000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.757000000'), 'dried or powder', 0)
(709209, 3583, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'COPPER', 'COPPER', Decimal('0.750000000'), Decimal('0.700000000'), Decimal('0.800000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 46), datetime.datetime(2018, 6, 24, 23, 22, 10), None, None, Decimal('0.750000000'), 'other', 1)
(240701, 3716, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '269', 'Sugars, total', Decimal('1710.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('1710.000000000'), 'dried or powder', 0)
(240708, 3730, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '309', 'Zinc, Zn', Decimal('4.700000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('4.700000000'), 'dried or powder', 0)
(709216, 3730, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'ZINC', 'ZINC', Decimal('5.900000000'), Decimal('5.900000000'), Decimal('5.900000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 46), datetime.datetime(2018, 6, 24, 23, 22, 11), None, None, Decimal('5.900000000'), 'other', 1)
(240723, 8425, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '404', 'Thiamin', Decimal('0.754000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.754000000'), 'dried or powder', 0)
(240724, 12163, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '405', 'Riboflavin', Decimal('0.336000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.336000000'), 'dried or powder', 0)
(709303, 12163, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'RIBOFLAVIN', 'RIBOFLAVIN', Decimal('0.350000000'), Decimal('0.300000000'), Decimal('0.400000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 47), datetime.datetime(2018, 6, 24, 23, 22, 34), None, None, Decimal('0.350000000'), 'other', 1)
(240698, 13393, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '255', 'Water', Decimal('7960.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('7960.000000000'), 'dried or powder', 0)
(709331, 13393, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'WATER', 'WATER', Decimal('84300.000000000'), Decimal('84300.000000000'), Decimal('84300.000000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 48), datetime.datetime(2018, 6, 24, 23, 22, 41), None, None, Decimal('84300.000000000'), 'other', 1)
(240711, 13403, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '317', 'Selenium, Se', Decimal('0.003700000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.003700000'), 'dried or powder', 0)
(709332, 13403, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'SELENIUM', 'SELENIUM', None, None, None, None, None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 48), datetime.datetime(2018, 6, 24, 23, 22, 41), None, None, None, 'other', 1)
(240727, 14507, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '417', 'Folate, total', Decimal('0.274000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.274000000'), 'dried or powder', 0)
(240731, 14507, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '431', 'Folic acid', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0E-9'), 'dried or powder', 0)
(240732, 14507, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '432', 'Folate, food', Decimal('0.274000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('0.274000000'), 'dried or powder', 0)
(240733, 14507, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '435', 'Folate, DFE', Decimal('0.274000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 9), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('274.000000000'), 'dried or powder', 0)
(240703, 16258, 'Compound', 165, '02038', 'Spices, sage, ground', None, None, '303', 'Iron, Fe', Decimal('28.120000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 24, 8), datetime.datetime(2019, 12, 11, 20, 37, 16), None, None, Decimal('28.120000000'), 'dried or powder', 0)
(709456, 16258, 'Compound', 165, '888', 'Sage', 'Salvia officinalis L. [Lamiaceae]', 'Leaf', 'IRON', 'IRON', Decimal('22.750000000'), Decimal('15.000000000'), Decimal('30.500000000'), 'mg/100g', None, 'DUKE', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 59, 50), datetime.datetime(2018, 6, 24, 23, 23, 13), None, None, Decimal('22.750000000'), 'other', 1)
