('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(586099, 574, 'Compound', 709, '19904', 'Chocolate, dark, 70-85% cacao solids', None, None, '415', 'Vitamin B-6', Decimal('0.038000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 39), datetime.datetime(2018, 6, 24, 6, 57, 16), None, None, Decimal('0.038000000'), 'other', 1)
(1697183, 574, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, None, None, Decimal('0.020000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 17, 22), datetime.datetime(2019, 8, 3, 15, 17, 22), None, None, Decimal('0.020000000'), 'other', 1)
(1705084, 574, 'Compound', 709, '0038', 'Chocolate, milk', None, None, None, None, Decimal('0.035000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 22), datetime.datetime(2019, 8, 3, 15, 20, 22), None, None, Decimal('0.035000000'), None, 1)
(1705195, 574, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, None, None, Decimal('0.035000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 25), datetime.datetime(2019, 8, 3, 15, 20, 25), None, None, Decimal('0.035000000'), None, 1)
(1729456, 574, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, None, None, Decimal('0.050000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 28, 25), datetime.datetime(2019, 8, 3, 15, 28, 25), None, None, Decimal('0.050000000'), 'other', 1)
(1746859, 574, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, None, None, Decimal('0.050000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 33, 56), datetime.datetime(2019, 8, 3, 15, 33, 56), None, None, Decimal('0.050000000'), 'other', 1)
(569247, 710, 'Compound', 709, '19078', 'Baking chocolate, unsweetened, squares', None, None, '421', 'Choline, total', Decimal('45.700000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 22), datetime.datetime(2018, 6, 24, 5, 48, 9), None, None, Decimal('45.700000000'), 'other', 1)
(571675, 710, 'Compound', 709, '19124', 'Baking chocolate, mexican, squares', None, None, '421', 'Choline, total', Decimal('45.600000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 49), datetime.datetime(2018, 6, 24, 5, 47, 15), None, None, Decimal('45.600000000'), 'other', 1)
(153470, 1014, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, '0038', 'Niacin, total', Decimal('1.480000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 9), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('1.480000000'), 'other', 1)
(153471, 1014, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, '0039', 'Niacin', Decimal('0.600000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 9), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('0.600000000'), 'other', 1)
(153472, 1014, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, '0040', 'Niacin, from tryptophan', Decimal('0.883000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 9), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('0.883000000'), 'other', 1)
(153566, 1014, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, '0038', 'Niacin, total', Decimal('1.830000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 10), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('1.830000000'), 'other', 1)
(153567, 1014, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, '0039', 'Niacin', Decimal('0.300000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 10), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('0.300000000'), 'other', 1)
(153568, 1014, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, '0040', 'Niacin, from tryptophan', Decimal('1.530000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 10), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('1.530000000'), 'other', 1)
(153653, 1014, 'Compound', 709, '0038', 'Chocolate, milk', None, None, '0038', 'Niacin, total', Decimal('1.620000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 11), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('1.620000000'), None, 1)
(153654, 1014, 'Compound', 709, '0038', 'Chocolate, milk', None, None, '0039', 'Niacin', Decimal('0.400000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 11), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('0.400000000'), None, 1)
(153655, 1014, 'Compound', 709, '0038', 'Chocolate, milk', None, None, '0040', 'Niacin, from tryptophan', Decimal('1.220000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 11), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('1.220000000'), None, 1)
(153750, 1014, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, '0038', 'Niacin, total', Decimal('2.000000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 13), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('2.000000000'), None, 1)
(153751, 1014, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, '0039', 'Niacin', Decimal('0.500000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 13), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('0.500000000'), None, 1)
(153752, 1014, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, '0040', 'Niacin, from tryptophan', Decimal('1.500000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 13), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('1.500000000'), None, 1)
(153846, 1014, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, '0038', 'Niacin, total', Decimal('1.480000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 14), datetime.datetime(2020, 3, 12, 21, 0, 11), None, None, Decimal('1.480000000'), 'other', 1)
(153847, 1014, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, '0039', 'Niacin', Decimal('0.600000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 14), datetime.datetime(2020, 3, 12, 21, 0, 11), None, None, Decimal('0.600000000'), 'other', 1)
(153848, 1014, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, '0040', 'Niacin, from tryptophan', Decimal('0.883000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 14), datetime.datetime(2020, 3, 12, 21, 0, 11), None, None, Decimal('0.883000000'), 'other', 1)
(569173, 1014, 'Compound', 709, '19077', 'Baking chocolate, unsweetened, liquid', None, None, '406', 'Niacin', Decimal('2.100000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 21), datetime.datetime(2018, 6, 24, 5, 47, 34), None, None, Decimal('2.100000000'), 'other', 1)
(569242, 1014, 'Compound', 709, '19078', 'Baking chocolate, unsweetened, squares', None, None, '406', 'Niacin', Decimal('1.355000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 22), datetime.datetime(2018, 6, 24, 5, 48, 7), None, None, Decimal('1.355000000'), 'other', 1)
(571670, 1014, 'Compound', 709, '19124', 'Baking chocolate, mexican, squares', None, None, '406', 'Niacin', Decimal('1.829000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 49), datetime.datetime(2018, 6, 24, 5, 47, 13), None, None, Decimal('1.829000000'), 'other', 1)
(585969, 1014, 'Compound', 709, '19902', 'Chocolate, dark, 45- 59% cacao solids', None, None, '406', 'Niacin', Decimal('0.725000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 38), datetime.datetime(2018, 6, 24, 6, 56, 18), None, None, Decimal('0.725000000'), 'other', 1)
(586033, 1014, 'Compound', 709, '19903', 'Chocolate, dark, 60-69% cacao solids', None, None, '406', 'Niacin', Decimal('0.838000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 38), datetime.datetime(2018, 6, 24, 6, 56, 47), None, None, Decimal('0.838000000'), 'other', 1)
(586097, 1014, 'Compound', 709, '19904', 'Chocolate, dark, 70-85% cacao solids', None, None, '406', 'Niacin', Decimal('1.054000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 39), datetime.datetime(2018, 6, 24, 6, 57, 15), None, None, Decimal('1.054000000'), 'other', 1)
(1697180, 1014, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, None, None, Decimal('1.830000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 17, 22), datetime.datetime(2019, 8, 3, 15, 17, 22), None, None, Decimal('1.830000000'), 'other', 1)
(1697181, 1014, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, None, None, Decimal('0.300000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 17, 22), datetime.datetime(2019, 8, 3, 15, 17, 22), None, None, Decimal('0.300000000'), 'other', 1)
(1705081, 1014, 'Compound', 709, '0038', 'Chocolate, milk', None, None, None, None, Decimal('1.620000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 22), datetime.datetime(2019, 8, 3, 15, 20, 22), None, None, Decimal('1.620000000'), None, 1)
(1705082, 1014, 'Compound', 709, '0038', 'Chocolate, milk', None, None, None, None, Decimal('0.400000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 22), datetime.datetime(2019, 8, 3, 15, 20, 22), None, None, Decimal('0.400000000'), None, 1)
(1705192, 1014, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, None, None, Decimal('2.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 25), datetime.datetime(2019, 8, 3, 15, 20, 25), None, None, Decimal('2.000000000'), None, 1)
(1705193, 1014, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, None, None, Decimal('0.500000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 25), datetime.datetime(2019, 8, 3, 15, 20, 25), None, None, Decimal('0.500000000'), None, 1)
(1729453, 1014, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, None, None, Decimal('1.480000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 28, 25), datetime.datetime(2019, 8, 3, 15, 28, 25), None, None, Decimal('1.480000000'), 'other', 1)
(1729454, 1014, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, None, None, Decimal('0.600000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 28, 25), datetime.datetime(2019, 8, 3, 15, 28, 25), None, None, Decimal('0.600000000'), 'other', 1)
(1746856, 1014, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, None, None, Decimal('1.480000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 33, 56), datetime.datetime(2019, 8, 3, 15, 33, 56), None, None, Decimal('1.480000000'), 'other', 1)
(1746857, 1014, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, None, None, Decimal('0.600000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 33, 56), datetime.datetime(2019, 8, 3, 15, 33, 56), None, None, Decimal('0.600000000'), 'other', 1)
(569154, 2100, 'Compound', 709, '19077', 'Baking chocolate, unsweetened, liquid', None, None, '262', 'Caffeine', Decimal('47.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 21), datetime.datetime(2018, 6, 24, 5, 47, 28), None, None, Decimal('47.000000000'), 'other', 1)
(569213, 2100, 'Compound', 709, '19078', 'Baking chocolate, unsweetened, squares', None, None, '262', 'Caffeine', Decimal('80.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 21), datetime.datetime(2018, 6, 24, 5, 47, 58), None, None, Decimal('80.000000000'), 'other', 1)
(571644, 2100, 'Compound', 709, '19124', 'Baking chocolate, mexican, squares', None, None, '262', 'Caffeine', Decimal('14.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 49), datetime.datetime(2018, 6, 24, 5, 47, 5), None, None, Decimal('14.000000000'), 'other', 1)
(585943, 2100, 'Compound', 709, '19902', 'Chocolate, dark, 45- 59% cacao solids', None, None, '262', 'Caffeine', Decimal('43.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 37), datetime.datetime(2018, 6, 24, 6, 56, 11), None, None, Decimal('43.000000000'), 'other', 1)
(586007, 2100, 'Compound', 709, '19903', 'Chocolate, dark, 60-69% cacao solids', None, None, '262', 'Caffeine', Decimal('86.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 38), datetime.datetime(2018, 6, 24, 6, 56, 40), None, None, Decimal('86.000000000'), 'other', 1)
(586071, 2100, 'Compound', 709, '19904', 'Chocolate, dark, 70-85% cacao solids', None, None, '262', 'Caffeine', Decimal('80.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 39), datetime.datetime(2018, 6, 24, 6, 57, 9), None, None, Decimal('80.000000000'), 'other', 1)
(2209075, 2100, 'Compound', 709, None, None, None, None, None, None, None, None, None, '', None, 'PHYTOHUB', 'DATABASE', None, None, datetime.datetime(2020, 1, 24, 18, 9, 9), datetime.datetime(2020, 1, 24, 18, 9, 9), None, None, None, None, 1)
(153483, 3514, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, '0058', 'Calcium (Ca)', Decimal('64.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 9), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('64.000000000'), 'other', 1)
(153579, 3514, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, '0058', 'Calcium (Ca)', Decimal('77.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 11), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('77.000000000'), 'other', 1)
(153666, 3514, 'Compound', 709, '0038', 'Chocolate, milk', None, None, '0058', 'Calcium (Ca)', Decimal('195.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 12), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('195.000000000'), None, 1)
(153763, 3514, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, '0058', 'Calcium (Ca)', Decimal('310.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 13), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('310.000000000'), None, 1)
(153859, 3514, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, '0058', 'Calcium (Ca)', Decimal('80.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 15), datetime.datetime(2020, 3, 12, 21, 0, 11), None, None, Decimal('80.000000000'), 'other', 1)
(569157, 3514, 'Compound', 709, '19077', 'Baking chocolate, unsweetened, liquid', None, None, '301', 'Calcium, Ca', Decimal('54.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 21), datetime.datetime(2018, 6, 24, 5, 47, 29), None, None, Decimal('54.000000000'), 'other', 1)
(569216, 3514, 'Compound', 709, '19078', 'Baking chocolate, unsweetened, squares', None, None, '301', 'Calcium, Ca', Decimal('101.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 21), datetime.datetime(2018, 6, 24, 5, 47, 59), None, None, Decimal('101.000000000'), 'other', 1)
(571647, 3514, 'Compound', 709, '19124', 'Baking chocolate, mexican, squares', None, None, '301', 'Calcium, Ca', Decimal('34.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 49), datetime.datetime(2018, 6, 24, 5, 47, 5), None, None, Decimal('34.000000000'), 'other', 1)
(572309, 3514, 'Compound', 709, '19139', "Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits", None, None, '301', 'Calcium, Ca', Decimal('34.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 31, 57), datetime.datetime(2018, 6, 6, 1, 3, 41), None, None, Decimal('34.000000000'), None, 1)
(572631, 3514, 'Compound', 709, '19146', "Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits", None, None, '301', 'Calcium, Ca', Decimal('116.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 32, 1), datetime.datetime(2018, 6, 6, 1, 3, 43), None, None, Decimal('116.000000000'), None, 1)
(585947, 3514, 'Compound', 709, '19902', 'Chocolate, dark, 45- 59% cacao solids', None, None, '301', 'Calcium, Ca', Decimal('56.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 37), datetime.datetime(2018, 6, 24, 6, 56, 12), None, None, Decimal('56.000000000'), 'other', 1)
(586011, 3514, 'Compound', 709, '19903', 'Chocolate, dark, 60-69% cacao solids', None, None, '301', 'Calcium, Ca', Decimal('62.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 38), datetime.datetime(2018, 6, 24, 6, 56, 41), None, None, Decimal('62.000000000'), 'other', 1)
(586075, 3514, 'Compound', 709, '19904', 'Chocolate, dark, 70-85% cacao solids', None, None, '301', 'Calcium, Ca', Decimal('73.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 34, 39), datetime.datetime(2018, 6, 24, 6, 57, 10), None, None, Decimal('73.000000000'), 'other', 1)
(1697193, 3514, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, None, None, Decimal('77.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 17, 22), datetime.datetime(2019, 8, 3, 15, 17, 22), None, None, Decimal('77.000000000'), 'other', 1)
(1705094, 3514, 'Compound', 709, '0038', 'Chocolate, milk', None, None, None, None, Decimal('195.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 22), datetime.datetime(2019, 8, 3, 15, 20, 22), None, None, Decimal('195.000000000'), None, 1)
(1705205, 3514, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, None, None, Decimal('310.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 20, 25), datetime.datetime(2019, 8, 3, 15, 20, 25), None, None, Decimal('310.000000000'), None, 1)
(1729466, 3514, 'Compound', 709, '1167', 'Chocolate, plain, couverture', None, None, None, None, Decimal('80.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 28, 25), datetime.datetime(2019, 8, 3, 15, 28, 25), None, None, Decimal('80.000000000'), 'other', 1)
(1746869, 3514, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, None, None, Decimal('64.000000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 33, 56), datetime.datetime(2019, 8, 3, 15, 33, 56), None, None, Decimal('64.000000000'), 'other', 1)
(153484, 3519, 'Compound', 709, '0039', 'Chocolate, bitter', None, None, '0059', 'Magnesium (Mg)', Decimal('121.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 9), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('121.000000000'), 'other', 1)
(153580, 3519, 'Compound', 709, '0451', 'Chocolate, fancy and filled', None, None, '0059', 'Magnesium (Mg)', Decimal('46.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 11), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('46.000000000'), 'other', 1)
(153667, 3519, 'Compound', 709, '0038', 'Chocolate, milk', None, None, '0059', 'Magnesium (Mg)', Decimal('55.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 12), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('55.000000000'), None, 1)
(153764, 3519, 'Compound', 709, '1101', 'Chocolate, milk, with nuts', None, None, '0059', 'Magnesium (Mg)', Decimal('55.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 13), datetime.datetime(2020, 3, 12, 21, 0, 10), None, None, Decimal('55.000000000'), None, 1)
