('id', 'source_id', 'source_type', 'food_id', 'orig_food_id', 'orig_food_common_name', 'orig_food_scientific_name', 'orig_food_part', 'orig_source_id', 'orig_source_name', 'orig_content', 'orig_min', 'orig_max', 'orig_unit', 'orig_citation', 'citation', 'citation_type', 'creator_id', 'updater_id', 'created_at', 'updated_at', 'orig_method', 'orig_unit_expression', 'standard_content', 'preparation_type', 'export')
(155659, 574, 'Compound', 58, '0103', 'Coffee bean, roasted, ground', None, None, '0041', 'Vitamin B6 (as pyridoxinehydrochloride), total', Decimal('0.001000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 45), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('0.001000000'), 'cooked', 0)
(475201, 574, 'Compound', 58, '14214', 'Coffee, instant, regular, powder', None, None, '415', 'Vitamin B-6', Decimal('0.029000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 54), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('0.029000000'), None, 0)
(475272, 574, 'Compound', 58, '14215', 'Coffee, instant, regular, prepared with water', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 55), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('0E-9'), None, 0)
(475326, 574, 'Compound', 58, '14218', 'Coffee, instant, decaffeinated, powder', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 56), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0E-9'), None, 0)
(475398, 574, 'Compound', 58, '14219', 'Coffee, instant, decaffeinated, powder, prepared with water', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 57), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0E-9'), None, 0)
(475556, 574, 'Compound', 58, '14224', 'Coffee, instant, with sugar, mocha-flavor, powder', None, None, '415', 'Vitamin B-6', Decimal('0.055000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 59), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0.055000000'), None, 0)
(475611, 574, 'Compound', 58, '14228', 'Coffee, instant, with sugar, cappuccino-flavor powder', None, None, '415', 'Vitamin B-6', Decimal('0.036000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 13), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0.036000000'), None, 0)
(475670, 574, 'Compound', 58, '14229', 'Coffee, instant, with sugar, french-flavor, powder', None, None, '415', 'Vitamin B-6', Decimal('0.002000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 13, 1), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0.002000000'), None, 0)
(678057, 574, 'Compound', 58, '43401', 'Coffee, dry, powder, with whitener, reduced calorie', None, None, '415', 'Vitamin B-6', Decimal('0E-9'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 53, 42), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0E-9'), 'dried or powder', 0)
(1723092, 574, 'Compound', 58, '0105', 'Coffee, beverage', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 32), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0E-9'), 'other (beverage)', 0)
(1723197, 574, 'Compound', 58, '1066', 'Coffee, instant, decaffeinated, prepared with water', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 34), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0E-9'), None, 0)
(1723302, 574, 'Compound', 58, '1065', 'Coffee, instant, decaffeinated, powder', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 36), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0E-9'), None, 0)
(1723407, 574, 'Compound', 58, '1067', 'Coffee, instant, prepared with water', None, None, None, None, Decimal('0E-9'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 38), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0E-9'), None, 0)
(1723512, 574, 'Compound', 58, '0104', 'Coffee, instant, powder', None, None, None, None, Decimal('0.030000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 40), datetime.datetime(2019, 12, 11, 19, 32, 30), None, None, Decimal('0.030000000'), None, 0)
(1723617, 574, 'Compound', 58, '0103', 'Coffee bean, roasted, ground', None, None, None, None, Decimal('0.001000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 42), datetime.datetime(2019, 12, 11, 19, 32, 30), None, None, Decimal('0.001000000'), 'cooked', 0)
(474801, 710, 'Compound', 58, '14201', 'Coffee, brewed from grounds, prepared with tap water, decaffeinated', None, None, '421', 'Choline, total', Decimal('1.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 48), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('1.000000000'), 'cooked', 0)
(474880, 710, 'Compound', 58, '14202', 'Coffee, brewed, espresso, restaurant-prepared, decaffeinated', None, None, '421', 'Choline, total', Decimal('1.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 49), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('1.000000000'), None, 0)
(474941, 710, 'Compound', 58, '14203', 'Coffee, instant, regular, powder, half the caffeine', None, None, '421', 'Choline, total', Decimal('101.900000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 50), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('101.900000000'), None, 0)
(475061, 710, 'Compound', 58, '14209', 'Coffee, brewed from grounds, prepared with tap water', None, None, '421', 'Choline, total', Decimal('2.600000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 52), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('2.600000000'), 'cooked', 0)
(475143, 710, 'Compound', 58, '14210', 'Coffee, brewed, espresso, restaurant-prepared', None, None, '421', 'Choline, total', Decimal('2.600000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 53), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('2.600000000'), None, 0)
(475204, 710, 'Compound', 58, '14214', 'Coffee, instant, regular, powder', None, None, '421', 'Choline, total', Decimal('101.900000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 54), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('101.900000000'), None, 0)
(475329, 710, 'Compound', 58, '14218', 'Coffee, instant, decaffeinated, powder', None, None, '421', 'Choline, total', Decimal('101.900000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 56), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('101.900000000'), None, 0)
(475559, 710, 'Compound', 58, '14224', 'Coffee, instant, with sugar, mocha-flavor, powder', None, None, '421', 'Choline, total', Decimal('31.300000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 59), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('31.300000000'), None, 0)
(475614, 710, 'Compound', 58, '14228', 'Coffee, instant, with sugar, cappuccino-flavor powder', None, None, '421', 'Choline, total', Decimal('68.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 13), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('68.000000000'), None, 0)
(475673, 710, 'Compound', 58, '14229', 'Coffee, instant, with sugar, french-flavor, powder', None, None, '421', 'Choline, total', Decimal('10.000000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 13, 1), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('10.000000000'), None, 0)
(678060, 710, 'Compound', 58, '43401', 'Coffee, dry, powder, with whitener, reduced calorie', None, None, '421', 'Choline, total', Decimal('0.700000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 53, 42), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0.700000000'), 'dried or powder', 0)
(155656, 1014, 'Compound', 58, '0103', 'Coffee bean, roasted, ground', None, None, '0038', 'Niacin, total', Decimal('16.800000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 45), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('16.800000000'), 'cooked', 0)
(155657, 1014, 'Compound', 58, '0103', 'Coffee bean, roasted, ground', None, None, '0039', 'Niacin', Decimal('15.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 45), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('15.000000000'), 'cooked', 0)
(155658, 1014, 'Compound', 58, '0103', 'Coffee bean, roasted, ground', None, None, '0040', 'Niacin, from tryptophan', Decimal('1.830000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 45), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('1.830000000'), 'cooked', 0)
(155734, 1014, 'Compound', 58, '0105', 'Coffee, beverage', None, None, '0038', 'Niacin, total', Decimal('0.700000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 46), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('0.700000000'), 'other (beverage)', 0)
(155735, 1014, 'Compound', 58, '0105', 'Coffee, beverage', None, None, '0039', 'Niacin', Decimal('0.700000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 46), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('0.700000000'), 'other (beverage)', 0)
(155736, 1014, 'Compound', 58, '0105', 'Coffee, beverage', None, None, '0040', 'Niacin, from tryptophan', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 46), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('0E-9'), 'other (beverage)', 0)
(155830, 1014, 'Compound', 58, '1065', 'Coffee, instant, decaffeinated, powder', None, None, '0038', 'Niacin, total', Decimal('28.500000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 47), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('28.500000000'), None, 0)
(155831, 1014, 'Compound', 58, '1065', 'Coffee, instant, decaffeinated, powder', None, None, '0039', 'Niacin', Decimal('28.100000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 47), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('28.100000000'), None, 0)
(155832, 1014, 'Compound', 58, '1065', 'Coffee, instant, decaffeinated, powder', None, None, '0040', 'Niacin, from tryptophan', Decimal('0.467000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 47), datetime.datetime(2019, 12, 11, 19, 32, 25), None, None, Decimal('0.467000000'), None, 0)
(155926, 1014, 'Compound', 58, '1066', 'Coffee, instant, decaffeinated, prepared with water', None, None, '0038', 'Niacin, total', Decimal('0.282000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 49), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0.282000000'), None, 0)
(155927, 1014, 'Compound', 58, '1066', 'Coffee, instant, decaffeinated, prepared with water', None, None, '0039', 'Niacin', Decimal('0.282000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 49), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0.282000000'), None, 0)
(155928, 1014, 'Compound', 58, '1066', 'Coffee, instant, decaffeinated, prepared with water', None, None, '0040', 'Niacin, from tryptophan', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 49), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0E-9'), None, 0)
(156022, 1014, 'Compound', 58, '0104', 'Coffee, instant, powder', None, None, '0038', 'Niacin, total', Decimal('25.800000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 50), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('25.800000000'), None, 0)
(156023, 1014, 'Compound', 58, '0104', 'Coffee, instant, powder', None, None, '0039', 'Niacin', Decimal('22.000000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 50), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('22.000000000'), None, 0)
(156024, 1014, 'Compound', 58, '0104', 'Coffee, instant, powder', None, None, '0040', 'Niacin, from tryptophan', Decimal('3.830000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 50), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('3.830000000'), None, 0)
(156109, 1014, 'Compound', 58, '1067', 'Coffee, instant, prepared with water', None, None, '0038', 'Niacin, total', Decimal('0.236000000'), None, None, 'NE', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 51), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0.236000000'), None, 0)
(156110, 1014, 'Compound', 58, '1067', 'Coffee, instant, prepared with water', None, None, '0039', 'Niacin', Decimal('0.236000000'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 51), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0.236000000'), None, 0)
(156111, 1014, 'Compound', 58, '1067', 'Coffee, instant, prepared with water', None, None, '0040', 'Niacin, from tryptophan', Decimal('0E-9'), None, None, 'mg/100g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 15, 1, 51), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0E-9'), None, 0)
(474796, 1014, 'Compound', 58, '14201', 'Coffee, brewed from grounds, prepared with tap water, decaffeinated', None, None, '406', 'Niacin', Decimal('0.222000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 48), datetime.datetime(2019, 12, 11, 19, 32, 26), None, None, Decimal('0.222000000'), 'cooked', 0)
(474875, 1014, 'Compound', 58, '14202', 'Coffee, brewed, espresso, restaurant-prepared, decaffeinated', None, None, '406', 'Niacin', Decimal('5.207000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 49), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('5.207000000'), None, 0)
(474936, 1014, 'Compound', 58, '14203', 'Coffee, instant, regular, powder, half the caffeine', None, None, '406', 'Niacin', Decimal('28.173000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 50), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('28.173000000'), None, 0)
(475056, 1014, 'Compound', 58, '14209', 'Coffee, brewed from grounds, prepared with tap water', None, None, '406', 'Niacin', Decimal('0.191000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 52), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('0.191000000'), 'cooked', 0)
(475138, 1014, 'Compound', 58, '14210', 'Coffee, brewed, espresso, restaurant-prepared', None, None, '406', 'Niacin', Decimal('5.207000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 53), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('5.207000000'), None, 0)
(475199, 1014, 'Compound', 58, '14214', 'Coffee, instant, regular, powder', None, None, '406', 'Niacin', Decimal('28.173000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 54), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('28.173000000'), None, 0)
(475270, 1014, 'Compound', 58, '14215', 'Coffee, instant, regular, prepared with water', None, None, '406', 'Niacin', Decimal('0.236000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 55), datetime.datetime(2019, 12, 11, 19, 32, 27), None, None, Decimal('0.236000000'), None, 0)
(475324, 1014, 'Compound', 58, '14218', 'Coffee, instant, decaffeinated, powder', None, None, '406', 'Niacin', Decimal('28.075000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 56), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('28.075000000'), None, 0)
(475396, 1014, 'Compound', 58, '14219', 'Coffee, instant, decaffeinated, powder, prepared with water', None, None, '406', 'Niacin', Decimal('0.282000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 57), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0.282000000'), None, 0)
(475554, 1014, 'Compound', 58, '14224', 'Coffee, instant, with sugar, mocha-flavor, powder', None, None, '406', 'Niacin', Decimal('2.263000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 12, 59), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('2.263000000'), None, 0)
(475609, 1014, 'Compound', 58, '14228', 'Coffee, instant, with sugar, cappuccino-flavor powder', None, None, '406', 'Niacin', Decimal('2.262000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 13), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('2.262000000'), None, 0)
(475668, 1014, 'Compound', 58, '14229', 'Coffee, instant, with sugar, french-flavor, powder', None, None, '406', 'Niacin', Decimal('5.859000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 13, 1), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('5.859000000'), None, 0)
(678055, 1014, 'Compound', 58, '43401', 'Coffee, dry, powder, with whitener, reduced calorie', None, None, '406', 'Niacin', Decimal('0.188000000'), None, None, 'mg/100g', None, 'USDA', 'DATABASE', None, None, datetime.datetime(2014, 11, 5, 16, 53, 42), datetime.datetime(2019, 12, 11, 19, 32, 28), None, None, Decimal('0.188000000'), 'dried or powder', 0)
(1723089, 1014, 'Compound', 58, '0105', 'Coffee, beverage', None, None, None, None, Decimal('0.700000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 32), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0.700000000'), 'other (beverage)', 0)
(1723090, 1014, 'Compound', 58, '0105', 'Coffee, beverage', None, None, None, None, Decimal('0.700000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 32), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0.700000000'), 'other (beverage)', 0)
(1723194, 1014, 'Compound', 58, '1066', 'Coffee, instant, decaffeinated, prepared with water', None, None, None, None, Decimal('0.282000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 34), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0.282000000'), None, 0)
(1723195, 1014, 'Compound', 58, '1066', 'Coffee, instant, decaffeinated, prepared with water', None, None, None, None, Decimal('0.282000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 34), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0.282000000'), None, 0)
(1723299, 1014, 'Compound', 58, '1065', 'Coffee, instant, decaffeinated, powder', None, None, None, None, Decimal('28.500000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 36), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('28.500000000'), None, 0)
(1723300, 1014, 'Compound', 58, '1065', 'Coffee, instant, decaffeinated, powder', None, None, None, None, Decimal('28.100000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 36), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('28.100000000'), None, 0)
(1723404, 1014, 'Compound', 58, '1067', 'Coffee, instant, prepared with water', None, None, None, None, Decimal('0.236000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 38), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0.236000000'), None, 0)
(1723405, 1014, 'Compound', 58, '1067', 'Coffee, instant, prepared with water', None, None, None, None, Decimal('0.236000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 38), datetime.datetime(2019, 12, 11, 19, 32, 29), None, None, Decimal('0.236000000'), None, 0)
(1723509, 1014, 'Compound', 58, '0104', 'Coffee, instant, powder', None, None, None, None, Decimal('25.800000000'), None, None, 'mg/100 g', None, 'DTU', 'DATABASE', None, None, datetime.datetime(2019, 8, 3, 15, 26, 40), datetime.datetime(2019, 12, 11, 19, 32, 30), None, None, Decimal('25.800000000'), None, 0)
