orig_food_id|id_food_table|food_group|food_subgroup|nombre_primario|nombre_secundario|G_energy|G_protein|G_fiber, total dietary|G_carbohydrate|G_carbohydrate, by difference|G_fatty acids, total monounsaturated|G_fatty acids, total polyunsaturated|G_fatty acids, total saturated|G_sugars, total|G_total lipid (fat)|G_ash|M_calcium|M_chromium|M_iodine|M_iron|M_magnesium|M_manganese|M_phosphorus|M_potassium|M_selenium|M_sodium|M_zinc|M_copper|V_vit b1|V_vit b12|V_vit b2|V_vit b5|V_vit b6|V_vit b9|V_vit c|V_vit h|V_vit k|AE_alanine|AE_arginine|AE_aspartic acid|AE_cystine|AE_glutamine|AE_glycine|AE_proline|AE_serine|AE_tyrosine|ANE_histidine|ANE_isoleucine|ANE_leucine|ANE_lysine|ANE_methionine|ANE_phenylalanine|ANE_threonine|ANE_tryptophan|ANE_valine|OT_betaine|OT_caffeine|OT_choline|OT_theobromine
16128|718|"soy"|"soy products"|"tofu"|"tofu, dried-frozen (koyadofu)"|480.000000|47940.000000|7200.000000|0.000000|14560.000000|6701.000000|17128.000000|4388.000000|0.000000|30340.000000|1380.000000|364.000000|0.000000|0.000000|9.730000|59.000000|3.689000|483.000000|20.000000|0.054300|6.000000|4.900000|1.179000|0.494000|0.000000|0.317000|0.415000|0.286000|0.092000|0.700000|0.000000|0.000000|1965.000000|3190.000000|5298.000000|663.000000|8287.000000|1872.000000|2586.000000|2259.000000|1604.000000|1394.000000|2376.000000|3644.000000|3157.000000|613.000000|2334.000000|1956.000000|747.000000|2418.000000|0.000000|0.000000|0.000000|0.000000
12006|333|"herbs and spices"|"other seeds"|"chia"|"seeds, chia seeds, dried"|486.137667|16540.000000|34400.000000|0.000000|42120.000000|2309.000000|23665.000000|3330.000000|0.000000|30740.000000|4800.000000|631.000000|0.000000|0.000000|7.720000|335.000000|2.723000|860.000000|407.000000|0.055200|16.000000|4.580000|0.924000|0.620000|0.000000|0.170000|0.000000|0.000000|0.049000|1.600000|0.000000|0.000000|1044.000000|2143.000000|1689.000000|407.000000|3500.000000|943.000000|776.000000|1049.000000|563.000000|531.000000|801.000000|1371.000000|970.000000|588.000000|1016.000000|709.000000|436.000000|950.000000|0.000000|0.000000|0.000000|0.000000
1478|171|"vegetables"|"fruit vegetables"|"garden tomato"|"tomato, dried"|284.177820|14100.000000|12300.000000|43500.000000|0.000000|0.000000|0.000000|499.000000|37600.000000|0.000000|12600.000000|110.000000|0.000000|0.000000|9.090000|194.000000|1.850000|356.000000|3427.000000|0.005500|2095.000000|1.990000|1.420000|0.528000|0.000000|0.489000|2.090000|0.332000|0.068000|39.200000|0.000000|0.000000|410.000000|340.000000|2000.000000|180.000000|5200.000000|340.000000|270.000000|380.000000|250.000000|220.000000|340.000000|520.000000|520.000000|120.000000|360.000000|360.000000|100.000000|360.000000|0.000000|0.000000|0.000000|0.000000
18375|682|"baking goods"|"baking goods"|"leavening agent"|"leavening agents, yeast, bakers, active dry"|325.286807|40440.000000|26900.000000|0.000000|41220.000000|4309.000000|17.000000|1001.000000|0.000000|7610.000000|5650.000000|30.000000|0.000000|0.000000|2.170000|54.000000|0.312000|637.000000|955.000000|0.007900|51.000000|7.940000|0.436000|10.990000|0.000070|4.000000|13.500000|1.500000|2.340000|0.300000|0.000000|0.000400|2320.000000|2030.000000|4150.000000|500.000000|6470.000000|1930.000000|1650.000000|1980.000000|1130.000000|910.000000|1890.000000|2920.000000|3280.000000|590.000000|1750.000000|1990.000000|540.000000|2310.000000|3.400000|0.000000|32.000000|0.000000
2033|447|"herbs and spices"|"spices"|"opium poppy"|"spices, poppy seed"|525.000000|17990.000000|19500.000000|0.000000|28130.000000|5982.000000|28569.000000|4517.000000|2990.000000|41560.000000|6370.000000|1438.000000|0.000000|0.000000|9.760000|347.000000|6.707000|870.000000|719.000000|0.013500|26.000000|7.900000|1.627000|0.854000|0.000000|0.100000|0.324000|0.247000|0.082000|1.000000|0.000000|0.000000|839.000000|1945.000000|2365.000000|297.000000|4299.000000|952.000000|2754.000000|952.000000|727.000000|471.000000|819.000000|1321.000000|952.000000|502.000000|758.000000|686.000000|184.000000|1095.000000|0.900000|0.000000|8.800000|0.000000
16417|85|"soy"|"soy"|"soy bean"|"soy flour, defatted, crude protein basis (n x 6.25)"|372.131931|49810.000000|16000.000000|0.000000|30630.000000|1460.000000|4215.000000|1290.000000|14580.000000|8900.000000|6040.000000|285.000000|0.000000|0.000000|8.200000|285.000000|3.150000|675.000000|2090.000000|0.058900|9.000000|4.100000|1.600000|1.088000|0.000000|0.280000|1.550000|1.050000|0.305000|0.000000|0.000000|0.004100|2215.000000|3647.000000|5911.000000|757.000000|9106.000000|2174.000000|2750.000000|2725.000000|1778.000000|1268.000000|2281.000000|3828.000000|3129.000000|634.000000|2453.000000|2042.000000|683.000000|2346.000000|2.800000|0.000000|191.700000|0.000000
20056|125|"cereals and cereal products"|"cereals"|"rice"|"rice, white, with pasta, dry"|368.068834|9370.000000|0.000000|0.000000|75320.000000|642.000000|966.000000|440.000000|0.000000|2440.000000|5750.000000|46.000000|0.000000|0.000000|3.980000|40.000000|1.040000|158.000000|209.000000|0.031900|1866.000000|1.210000|0.275000|0.760000|0.000200|0.271000|0.675000|0.145000|0.331000|0.600000|0.000000|0.000000|440.000000|612.000000|689.000000|200.000000|2420.000000|376.000000|666.000000|472.000000|330.000000|208.000000|386.000000|722.000000|275.000000|191.000000|482.000000|299.000000|114.000000|504.000000|0.000000|0.000000|0.000000|0.000000
20648|177|"cereals and cereal products"|"cereals"|"sorghum"|"sorghum flour"|361.000000|7870.000000|6600.000000|0.000000|77470.000000|879.000000|1367.000000|475.000000|1870.000000|3290.000000|1310.000000|12.000000|0.000000|0.000000|2.990000|120.000000|1.262000|288.000000|311.000000|0.012200|4.000000|1.440000|0.222000|0.277000|0.000000|0.053000|0.930000|0.345000|0.025000|0.000000|0.000000|0.006400|708.000000|308.000000|519.000000|154.000000|1626.000000|293.000000|608.000000|384.000000|210.000000|156.000000|288.000000|1013.000000|162.000000|135.000000|412.000000|291.000000|99.000000|361.000000|0.000000|0.000000|0.000000|0.000000
2018|82|"herbs and spices"|"herbs"|"fennel"|"spices, fennel seed"|345.000000|15800.000000|39800.000000|0.000000|52290.000000|9910.000000|1690.000000|480.000000|0.000000|14870.000000|8220.000000|1196.000000|0.000000|0.000000|18.540000|385.000000|6.533000|487.000000|1694.000000|0.000000|88.000000|3.700000|1.067000|0.408000|0.000000|0.353000|0.000000|0.470000|0.000000|21.000000|0.000000|0.000000|789.000000|680.000000|1833.000000|222.000000|2956.000000|1107.000000|900.000000|900.000000|410.000000|331.000000|695.000000|996.000000|758.000000|301.000000|647.000000|602.000000|253.000000|915.000000|0.000000|0.000000|0.000000|0.000000
11268|562|"vegetables"|"mushrooms"|"shiitake"|"mushrooms, shiitake, dried"|296.000000|9580.000000|11500.000000|0.000000|75370.000000|317.000000|151.000000|225.000000|2210.000000|990.000000|4560.000000|11.000000|0.000000|0.000000|1.720000|132.000000|1.176000|294.000000|1534.000000|0.046100|13.000000|7.660000|5.165000|0.300000|0.000000|1.270000|21.879000|0.965000|0.163000|3.500000|0.000000|0.000000|567.000000|648.000000|760.000000|196.000000|2579.000000|414.000000|414.000000|506.000000|323.000000|159.000000|405.000000|679.000000|343.000000|179.000000|486.000000|497.000000|31.000000|486.000000|0.000000|0.000000|201.700000|0.000000
1|144|"fruits"|"drupes"|"apricot"|"apricot, dried"|277.007648|3390.000000|7300.000000|0.000000|0.000000|0.000000|0.000000|135.000000|41900.000000|0.000000|2800.000000|67.500000|0.080000|0.003400|6.000000|41.000000|0.235000|65.700000|1026.000000|0.002200|21.000000|0.200000|0.270000|0.000000|0.000000|0.060000|0.700000|0.170000|0.014000|1.000000|1.000000|0.000000|100.000000|60.000000|580.000000|1.000000|120.000000|70.000000|770.000000|93.000000|36.000000|44.000000|79.000000|140.000000|120.000000|19.000000|79.000000|65.000000|14.000000|120.000000|0.000000|0.000000|0.000000|0.000000
12193|485|"herbs and spices"|"other seeds"|"hedge mustard"|"seeds, sisymbrium sp. seeds, whole, dried"|318.116635|12140.000000|0.000000|0.000000|58260.000000|1486.000000|2023.000000|902.000000|0.000000|4600.000000|18900.000000|1633.000000|0.000000|0.000000|0.110000|314.000000|1.512000|6.000000|2130.000000|0.000000|92.000000|0.300000|0.110000|0.191000|0.000000|0.423000|0.997000|0.778000|0.095000|30.700000|0.000000|0.000000|685.000000|799.000000|1484.000000|245.000000|1770.000000|698.000000|673.000000|483.000000|419.000000|325.000000|650.000000|1234.000000|806.000000|311.000000|584.000000|689.000000|266.000000|705.000000|0.000000|0.000000|0.000000|0.000000
173|205|"cereals and cereal products"|"cereals"|"corn"|"corn starch"|366.634799|400.000000|500.000000|88800.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|10.000000|0.000000|0.000600|0.280000|4.000000|1.000000|99.000000|5.000000|0.000000|1.700000|0.500000|0.000000|0.000000|0.000000|0.008000|0.000000|0.005000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|5.000000|0.000000|0.000000|0.000000|0.000000|0.000000
389|682|"baking goods"|"baking goods"|"leavening agent"|"baking powder"|174.713193|5200.000000|0.000000|37800.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|50700.000000|11300.000000|0.000000|0.000000|0.000000|9.000000|0.000000|8430.000000|49.000000|0.000000|11800.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|60.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2042|183|"herbs and spices"|"herbs"|"common thyme"|"spices, thyme, dried"|276.290631|9110.000000|37000.000000|0.000000|63940.000000|470.000000|1190.000000|2730.000000|1710.000000|7430.000000|11740.000000|1890.000000|0.000000|0.000000|123.600000|220.000000|7.867000|201.000000|814.000000|0.004600|55.000000|6.180000|0.860000|0.513000|0.000000|0.399000|0.000000|0.550000|0.274000|50.000000|0.000000|1.714500|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|468.000000|430.000000|207.000000|0.000000|0.000000|252.000000|186.000000|502.000000|0.000000|0.000000|43.600000|0.000000
9165|103|"fruits"|"tropical fruits"|"lichee"|"litchis, dried"|277.007648|3800.000000|4600.000000|0.000000|70700.000000|328.000000|361.000000|270.000000|66100.000000|1200.000000|2000.000000|33.000000|0.000000|0.000000|1.700000|42.000000|0.234000|181.000000|1110.000000|0.001300|3.000000|0.280000|0.631000|0.010000|0.000000|0.570000|0.000000|0.090000|0.012000|183.000000|0.000000|0.001600|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|187.000000|42.000000|0.000000|0.000000|33.000000|0.000000|0.000000|0.000000|12.700000|0.000000
2001|288|"herbs and spices"|"spices"|"allspice"|"spices, allspice, ground"|263.000000|6090.000000|21600.000000|0.000000|72120.000000|660.000000|2360.000000|2550.000000|0.000000|8690.000000|4650.000000|661.000000|0.000000|0.000000|7.060000|135.000000|2.943000|113.000000|1044.000000|0.002700|77.000000|1.010000|0.553000|0.101000|0.000000|0.063000|0.000000|0.210000|0.036000|39.200000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
43401|60|"coffee and coffee products"|"coffee"|"robusta coffee"|"coffee, dry, powder, with whitener, reduced calorie"|509.560229|1960.000000|500.000000|0.000000|59940.000000|1705.000000|576.000000|25128.000000|59000.000000|29100.000000|2840.000000|18.000000|0.000000|0.000000|0.060000|2.000000|0.011000|135.000000|909.000000|0.000900|819.000000|0.020000|0.011000|0.000000|0.000000|0.000000|0.001000|0.000000|0.001000|0.000000|0.000000|0.003800|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|21.000000|0.700000|0.000000
2038|165|"herbs and spices"|"herbs"|"common sage"|"spices, sage, ground"|315.000000|10630.000000|40300.000000|0.000000|60730.000000|1870.000000|1760.000000|7030.000000|1710.000000|12750.000000|7950.000000|1652.000000|0.000000|0.000000|28.120000|428.000000|3.133000|91.000000|1070.000000|0.003700|11.000000|4.700000|0.757000|0.754000|0.000000|0.336000|0.000000|2.690000|0.274000|32.400000|0.000000|1.714500|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|43.600000|0.000000
2002|137|"herbs and spices"|"herbs"|"anise"|"spices, anise seed"|337.237094|17600.000000|14600.000000|0.000000|50020.000000|9780.000000|3150.000000|586.000000|0.000000|15900.000000|6950.000000|646.000000|0.000000|0.000000|36.960000|170.000000|2.300000|440.000000|1441.000000|0.005000|16.000000|5.300000|0.910000|0.340000|0.000000|0.290000|0.797000|0.650000|0.010000|21.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
43401|59|"coffee and coffee products"|"coffee"|"arabica coffee"|"coffee, dry, powder, with whitener, reduced calorie"|509.560229|1960.000000|500.000000|0.000000|59940.000000|1705.000000|576.000000|25128.000000|59000.000000|29100.000000|2840.000000|18.000000|0.000000|0.000000|0.060000|2.000000|0.011000|135.000000|909.000000|0.000900|819.000000|0.020000|0.011000|0.000000|0.000000|0.000000|0.001000|0.000000|0.001000|0.000000|0.000000|0.003800|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|21.000000|0.700000|0.000000
527|61|"herbs and spices"|"herbs"|"coriander"|"coriander, leaf, dried"|320.745698|21900.000000|10400.000000|41500.000000|0.000000|0.000000|0.000000|253.000000|0.000000|0.000000|14100.000000|1246.000000|0.000000|0.000000|42.500000|694.000000|0.000000|481.000000|4466.000000|0.000000|211.000000|0.000000|0.000000|1.250000|0.000000|1.500000|0.000000|0.000000|0.000000|567.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2012|61|"herbs and spices"|"herbs"|"coriander"|"spices, coriander leaf, dried"|279.000000|21930.000000|10400.000000|0.000000|52100.000000|2232.000000|328.000000|115.000000|7270.000000|4780.000000|14080.000000|1246.000000|0.000000|0.000000|42.460000|694.000000|6.355000|481.000000|4466.000000|0.029300|211.000000|4.720000|1.786000|1.252000|0.000000|1.500000|0.000000|0.610000|0.274000|566.700000|0.000000|1.359500|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|97.100000|0.000000
2013|61|"herbs and spices"|"herbs"|"coriander"|"spices, coriander seed"|297.562141|12370.000000|41900.000000|0.000000|54990.000000|13580.000000|1750.000000|990.000000|0.000000|17770.000000|6020.000000|709.000000|0.000000|0.000000|16.320000|330.000000|1.900000|409.000000|1267.000000|0.026200|35.000000|4.700000|0.975000|0.239000|0.000000|0.290000|0.000000|0.000000|0.000000|21.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2037|63|"herbs and spices"|"spices"|"saffron"|"spices, saffron"|310.229446|11430.000000|3900.000000|0.000000|65370.000000|429.000000|2067.000000|1586.000000|0.000000|5850.000000|5450.000000|111.000000|0.000000|0.000000|11.100000|264.000000|28.408000|252.000000|1724.000000|0.005600|148.000000|1.090000|0.328000|0.115000|0.000000|0.267000|0.000000|1.010000|0.093000|80.800000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
20132|22|"cereals and cereal products"|"cereals"|"oat"|"oat flour, partially debranned"|404.000000|14660.000000|6500.000000|0.000000|65700.000000|2866.000000|3329.000000|1607.000000|800.000000|9120.000000|1970.000000|55.000000|0.000000|0.000000|4.000000|144.000000|4.019000|452.000000|371.000000|0.034000|19.000000|3.200000|0.437000|0.692000|0.000000|0.125000|0.201000|0.125000|0.032000|0.000000|0.000000|0.003200|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|30.700000|0.000000|29.900000|0.000000
2008|332|"herbs and spices"|"spices"|"chervil"|"spices, chervil, dried"|237.000000|23200.000000|11300.000000|0.000000|49100.000000|1399.000000|1800.000000|169.000000|0.000000|3900.000000|16600.000000|1346.000000|0.000000|0.000000|31.950000|130.000000|2.100000|450.000000|4740.000000|0.029300|83.000000|8.800000|0.440000|0.380000|0.000000|0.680000|0.000000|0.930000|0.274000|50.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
35232|863|"herbs and spices"|"herbs"|"yellow pond-lily"|"wocas, dried seeds, oregon, yellow pond lily, nuphar lutea (or) - cy0617b"|361.376673|7900.000000|19200.000000|0.000000|80020.000000|100.000000|161.000000|147.000000|430.000000|1070.000000|1650.000000|27.000000|0.000000|0.000000|1.470000|86.000000|0.937000|229.000000|553.000000|0.000700|25.000000|6.330000|0.073000|0.030000|0.000000|0.070000|1.300000|0.957000|0.005000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
35131|205|"cereals and cereal products"|"cereals"|"corn"|"cornmeal, blue (navajo)"|398.183556|10400.000000|8700.000000|0.000000|76930.000000|1679.000000|2465.000000|886.000000|1810.000000|5440.000000|1540.000000|5.000000|0.000000|0.000000|2.910000|133.000000|0.758000|354.000000|393.000000|0.011800|7.000000|2.910000|0.218000|0.285000|0.000000|0.107000|0.353000|0.593000|0.058000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2025|118|"herbs and spices"|"spices"|"nutmeg"|"spices, nutmeg, ground"|525.000000|5840.000000|20800.000000|0.000000|49290.000000|3220.000000|350.000000|25940.000000|28490.000000|36310.000000|2340.000000|184.000000|0.000000|0.000000|3.040000|183.000000|2.900000|213.000000|350.000000|0.001600|16.000000|2.150000|1.027000|0.346000|0.000000|0.057000|0.000000|0.160000|0.076000|3.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|8.800000|0.000000
2007|15|"herbs and spices"|"spices"|"wild celery"|"spices, celery seed"|392.208413|18070.000000|11800.000000|0.000000|41350.000000|15930.000000|3720.000000|2190.000000|670.000000|25270.000000|9270.000000|1767.000000|0.000000|0.000000|44.900000|440.000000|7.567000|547.000000|1400.000000|0.012100|160.000000|6.930000|1.370000|0.340000|0.000000|0.290000|0.000000|0.890000|0.010000|17.100000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|24.700000|0.000000
2022|118|"herbs and spices"|"spices"|"nutmeg"|"spices, mace, ground"|475.382409|6710.000000|20200.000000|0.000000|50500.000000|11170.000000|4390.000000|9510.000000|0.000000|32380.000000|2230.000000|252.000000|0.000000|0.000000|13.900000|163.000000|1.500000|110.000000|463.000000|0.002700|80.000000|2.300000|2.467000|0.312000|0.000000|0.448000|0.000000|0.160000|0.076000|21.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
44055|15|"herbs and spices"|"spices"|"wild celery"|"celery flakes, dried"|319.000000|11300.000000|27800.000000|0.000000|63700.000000|405.000000|1035.000000|555.000000|35900.000000|2100.000000|13900.000000|587.000000|0.000000|0.000000|7.830000|196.000000|0.000000|402.000000|4388.000000|0.015300|1435.000000|2.770000|0.571000|0.440000|0.000000|0.500000|0.000000|0.460000|0.107000|86.500000|0.000000|0.584200|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|122.300000|0.000000
20649|575|"cereals and cereal products"|"cereals"|"wheat"|"wheat flour, whole-grain, soft wheat"|332.456979|9610.000000|13100.000000|0.000000|74480.000000|283.000000|1167.000000|430.000000|1020.000000|1950.000000|1530.000000|33.000000|0.000000|0.000000|3.710000|117.000000|3.399000|323.000000|394.000000|0.012700|3.000000|2.960000|0.475000|0.297000|0.000000|0.188000|1.011000|0.191000|0.028000|0.000000|0.000000|0.001900|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|31.200000|0.000000
16157|47|"pulses"|"peas"|"chickpea"|"chickpea flour (besan)"|387.000000|22390.000000|10800.000000|0.000000|57820.000000|1504.000000|2983.000000|693.000000|10850.000000|6690.000000|2820.000000|45.000000|0.000000|0.000000|4.860000|166.000000|1.600000|318.000000|846.000000|0.008300|64.000000|2.810000|0.912000|0.486000|0.000000|0.106000|0.606000|0.492000|0.437000|0.000000|0.000000|0.009100|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
43401|58|"coffee and coffee products"|"coffee"|"coffee"|"coffee, dry, powder, with whitener, reduced calorie"|509.560229|1960.000000|500.000000|0.000000|59940.000000|1705.000000|576.000000|25128.000000|59000.000000|29100.000000|2840.000000|18.000000|0.000000|0.000000|0.060000|2.000000|0.011000|135.000000|909.000000|0.000900|819.000000|0.020000|0.011000|0.000000|0.000000|0.000000|0.001000|0.000000|0.001000|0.000000|0.000000|0.003800|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|21.000000|0.700000|0.000000
43343|768|"coffee and coffee products"|"coffee products"|"coffee mocha"|"coffee and cocoa (mocha) powder, with whitener and low calorie sweetener"|257.000000|9000.000000|4800.000000|0.000000|71400.000000|954.000000|349.000000|11376.000000|34980.000000|13210.000000|3290.000000|60.000000|0.000000|0.000000|3.060000|122.000000|0.807000|451.000000|1856.000000|0.004000|500.000000|1.010000|0.560000|0.021000|0.000000|0.109000|0.063000|0.030000|0.005000|0.000000|0.000000|0.001700|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|476.000000|16.800000|390.000000
14204|768|"coffee and coffee products"|"coffee products"|"coffee mocha"|"coffee and cocoa (mocha) powder, with whitener and low calorie sweetener, decaffeinated"|257.000000|9000.000000|4800.000000|0.000000|71400.000000|954.000000|349.000000|11376.000000|34980.000000|13210.000000|3290.000000|60.000000|0.000000|0.000000|3.060000|122.000000|0.807000|451.000000|1856.000000|0.004000|500.000000|1.010000|0.560000|0.021000|0.000000|0.109000|0.063000|0.030000|0.005000|0.000000|0.000000|0.001700|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|25.000000|16.800000|324.000000
2032|139|"herbs and spices"|"spices"|"pepper (spice)"|"spices, pepper, white"|296.000000|10400.000000|26200.000000|0.000000|68610.000000|789.000000|616.000000|626.000000|0.000000|2120.000000|1590.000000|265.000000|0.000000|0.000000|14.310000|90.000000|4.300000|176.000000|73.000000|0.003100|5.000000|1.130000|0.910000|0.022000|0.000000|0.126000|0.000000|0.100000|0.010000|21.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2043|68|"herbs and spices"|"spices"|"turmeric"|"spices, turmeric, ground"|354.000000|7830.000000|21100.000000|0.000000|64930.000000|1660.000000|2180.000000|3120.000000|3210.000000|9880.000000|6020.000000|183.000000|0.000000|0.000000|41.420000|193.000000|7.833000|268.000000|2525.000000|0.004500|38.000000|4.350000|0.603000|0.152000|0.000000|0.233000|0.000000|1.800000|0.039000|25.900000|0.000000|0.013400|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|9.700000|0.000000|49.200000|0.000000
18371|682|"baking goods"|"baking goods"|"leavening agent"|"leavening agents, baking powder, low-sodium"|97.036329|100.000000|2200.000000|0.000000|46900.000000|6.000000|121.000000|73.000000|0.000000|400.000000|46400.000000|4332.000000|0.000000|0.000000|8.170000|29.000000|0.420000|6869.000000|10100.000000|0.000200|90.000000|0.720000|0.019000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
2041|19|"herbs and spices"|"herbs"|"tarragon"|"spices, tarragon, dried"|295.411090|22770.000000|7400.000000|0.000000|50220.000000|474.000000|3698.000000|1881.000000|0.000000|7240.000000|12030.000000|1139.000000|0.000000|0.000000|32.300000|347.000000|7.967000|313.000000|3020.000000|0.004400|62.000000|3.900000|0.677000|0.251000|0.000000|1.339000|0.000000|2.410000|0.274000|50.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000
