id_food_table|orig_food_id|nombre_primario|nombre_secundario|alanine|arginine|ash|aspartic acid|betaine|caffeine|calcium|carbohydrate|carbohydrate, by difference|choline|chromium|copper|cystine|energy|fatty acids, total monounsaturated|fatty acids, total polyunsaturated|fatty acids, total saturated|fiber, total dietary|glutamine|glycine|histidine|iodine|iron|isoleucine|leucine|lysine|magnesium|manganese|methionine|phenylalanine|phosphorus|potassium|proline|protein|selenium|serine|sodium|sugars, total|theobromine|threonine|total lipid (fat)|tryptophan|tyrosine|valine|vit b1|vit b12|vit b2|vit b5|vit b6|vit b9|vit c|vit h|vit k|zinc
86|12041|"sunflower"|"seeds, sunflower seed flour, partially defatted"|2358.000000|5069.000000|7040.000000|5160.000000|0.000000|0.000000|114.000000|0.000000|35830.000000|0.000000|0.000000|1.713000|952.000000|326.003824|252.000000|870.000000|138.000000|5200.000000|11770.000000|3083.000000|1333.000000|0.000000|6.620000|2403.000000|3500.000000|1977.000000|346.000000|1.975000|1043.000000|2466.000000|689.000000|67.000000|2494.000000|48060.000000|0.058200|2267.000000|3.000000|0.000000|0.000000|1959.000000|1610.000000|735.000000|1406.000000|2775.000000|3.187000|0.000000|0.266000|6.595000|0.753000|0.222000|1.300000|0.000000|0.000000|4.950000
245|11683|"carrot"|"carrot, dehydrated"|464.000000|338.000000|6840.000000|1077.000000|0.000000|0.000000|212.000000|0.000000|79570.000000|72.100000|0.000000|0.370000|63.000000|341.061185|76.000000|730.000000|256.000000|23600.000000|1589.000000|0.000000|126.000000|0.000000|3.930000|323.000000|338.000000|315.000000|118.000000|1.116000|56.000000|251.000000|346.000000|2540.000000|228.000000|8100.000000|0.008600|275.000000|275.000000|38820.000000|0.000000|299.000000|1490.000000|87.000000|157.000000|346.000000|0.534000|0.000000|0.417000|1.471000|1.040000|0.055000|14.600000|0.000000|0.108000|1.570000
841|8158|"corn grits"|"cereals, corn grits, white, regular and quick, unenriched, dry"|656.000000|437.000000|400.000000|610.000000|0.000000|0.000000|2.000000|0.000000|79600.000000|0.000000|0.000000|0.075000|158.000000|371.000000|300.000000|516.000000|155.000000|1600.000000|1647.000000|360.000000|268.000000|0.000000|1.000000|314.000000|1076.000000|247.000000|27.000000|0.106000|184.000000|431.000000|73.000000|137.000000|765.000000|8800.000000|0.017000|417.000000|1.000000|640.000000|0.000000|330.000000|1200.000000|62.000000|357.000000|444.000000|0.130000|0.000000|0.040000|0.485000|0.147000|0.005000|0.000000|0.000000|0.000300|0.410000
771|20068|"tapioca pearl"|"tapioca, pearl, dry"|5.000000|19.000000|110.000000|11.000000|0.000000|0.000000|20.000000|0.000000|88690.000000|1.200000|0.000000|0.020000|4.000000|358.030593|5.000000|3.000000|5.000000|900.000000|29.000000|4.000000|3.000000|0.000000|1.580000|4.000000|6.000000|6.000000|1.000000|0.110000|2.000000|4.000000|7.000000|11.000000|5.000000|190.000000|0.000800|5.000000|1.000000|3350.000000|0.000000|4.000000|20.000000|3.000000|2.000000|5.000000|0.004000|0.000000|0.000000|0.135000|0.008000|0.004000|0.000000|0.000000|0.000000|0.120000
24|12078|"brazil nut"|"nuts, brazilnuts, dried, unblanched"|577.000000|2148.000000|3510.000000|1346.000000|0.400000|0.000000|160.000000|0.000000|12270.000000|28.800000|0.000000|1.743000|367.000000|656.000000|24548.000000|20577.000000|15137.000000|7500.000000|3147.000000|718.000000|386.000000|0.000000|2.430000|516.000000|1155.000000|492.000000|376.000000|1.223000|1008.000000|630.000000|725.000000|659.000000|657.000000|14320.000000|1.917000|683.000000|3.000000|2330.000000|0.000000|362.000000|66430.000000|141.000000|420.000000|756.000000|0.617000|0.000000|0.035000|0.184000|0.101000|0.022000|0.700000|0.000000|0.000000|4.060000
86|12036|"sunflower"|"seeds, sunflower seed kernels, dried"|1117.000000|2403.000000|3020.000000|2446.000000|35.400000|0.000000|78.000000|0.000000|20000.000000|55.100000|0.000000|1.800000|451.000000|584.369025|18528.000000|23137.000000|4455.000000|8600.000000|5579.000000|1461.000000|632.000000|0.000000|5.250000|1139.000000|1659.000000|937.000000|325.000000|1.950000|494.000000|1169.000000|660.000000|645.000000|1182.000000|20780.000000|0.053000|1075.000000|9.000000|2620.000000|0.000000|928.000000|51460.000000|348.000000|666.000000|1315.000000|1.480000|0.000000|0.355000|1.130000|1.345000|0.227000|1.400000|0.000000|0.000000|5.000000
918|12014|"japanese pumpkin"|"seeds, pumpkin and squash seed kernels, dried"|1485.000000|5353.000000|4780.000000|2960.000000|0.000000|0.000000|46.000000|0.000000|10710.000000|63.000000|0.000000|1.343000|332.000000|559.034417|16242.000000|20976.000000|8659.000000|6000.000000|6188.000000|1843.000000|780.000000|0.000000|8.820000|1281.000000|2419.000000|1236.000000|592.000000|4.543000|603.000000|1733.000000|1233.000000|809.000000|1316.000000|30230.000000|0.009400|1673.000000|7.000000|1400.000000|0.000000|998.000000|49050.000000|576.000000|1093.000000|1579.000000|0.273000|0.000000|0.153000|0.750000|0.143000|0.058000|1.900000|0.000000|0.007300|7.810000
85|16117|"soy bean"|"soy flour, defatted"|2215.000000|3647.000000|6150.000000|5911.000000|0.000000|0.000000|241.000000|0.000000|38370.000000|11.300000|0.000000|4.065000|757.000000|330.000000|208.000000|533.000000|136.000000|17500.000000|9106.000000|2174.000000|1268.000000|0.000000|9.240000|2281.000000|3828.000000|3129.000000|290.000000|3.018000|634.000000|2453.000000|674.000000|2384.000000|2750.000000|47010.000000|0.001700|2725.000000|20.000000|18880.000000|0.000000|2042.000000|1220.000000|683.000000|1778.000000|2346.000000|0.698000|0.000000|0.253000|1.995000|0.574000|0.305000|0.000000|0.000000|0.004100|2.460000
208|9041|"banana"|"bananas, dehydrated, or banana powder"|222.000000|176.000000|3020.000000|503.000000|0.000000|0.000000|22.000000|0.000000|88280.000000|19.600000|0.000000|0.391000|63.000000|346.080306|153.000000|337.000000|698.000000|9900.000000|399.000000|190.000000|333.000000|0.000000|1.150000|167.000000|359.000000|162.000000|108.000000|0.574000|74.000000|201.000000|74.000000|1491.000000|229.000000|3890.000000|0.003900|226.000000|3.000000|47300.000000|0.000000|171.000000|1810.000000|0.000000|121.000000|282.000000|0.180000|0.000000|0.240000|0.000000|0.440000|0.014000|7.000000|0.000000|0.002000|0.610000
139|2030|"pepper (spice)"|"spices, pepper, black"|616.000000|308.000000|4490.000000|1413.000000|8.900000|0.000000|443.000000|0.000000|63950.000000|11.300000|0.000000|1.330000|138.000000|251.000000|739.000000|998.000000|1392.000000|25300.000000|1413.000000|441.000000|159.000000|0.000000|9.710000|366.000000|1014.000000|244.000000|171.000000|12.753000|96.000000|446.000000|158.000000|1329.000000|1413.000000|10390.000000|0.004900|409.000000|20.000000|640.000000|0.000000|244.000000|3260.000000|58.000000|483.000000|547.000000|0.108000|0.000000|0.180000|1.399000|0.291000|0.017000|0.000000|0.000000|0.163700|1.190000
134|25|"common bean"|"beans, white, dried"|890.000000|1300.000000|3900.000000|2600.000000|0.000000|0.000000|126.000000|45600.000000|0.000000|0.000000|0.011400|0.470000|230.000000|324.091778|0.000000|0.000000|12600.000000|17800.000000|3200.000000|820.000000|580.000000|0.000600|5.500000|950.000000|1700.000000|1500.000000|184.000000|2.000000|320.000000|1200.000000|425.000000|1530.000000|890.000000|18900.000000|0.008800|1200.000000|6.000000|3600.000000|0.000000|890.000000|0.000000|250.000000|610.000000|1100.000000|0.437000|0.000000|0.146000|0.980000|0.508000|0.226000|0.000000|0.500000|0.170000|2.780000
906|12014|"sunburst squash (pattypan squash)"|"seeds, pumpkin and squash seed kernels, dried"|1485.000000|5353.000000|4780.000000|2960.000000|0.000000|0.000000|46.000000|0.000000|10710.000000|63.000000|0.000000|1.343000|332.000000|559.034417|16242.000000|20976.000000|8659.000000|6000.000000|6188.000000|1843.000000|780.000000|0.000000|8.820000|1281.000000|2419.000000|1236.000000|592.000000|4.543000|603.000000|1733.000000|1233.000000|809.000000|1316.000000|30230.000000|0.009400|1673.000000|7.000000|1400.000000|0.000000|998.000000|49050.000000|576.000000|1093.000000|1579.000000|0.273000|0.000000|0.153000|0.750000|0.143000|0.058000|1.900000|0.000000|0.007300|7.810000
98|147|"lentils"|"lentils, dried"|1100.000000|2300.000000|2400.000000|3000.000000|0.000000|0.000000|55.700000|50500.000000|0.000000|0.000000|0.013100|0.670000|250.000000|350.860421|0.000000|0.000000|0.000000|5300.000000|4400.000000|1100.000000|710.000000|0.000700|6.500000|1100.000000|2000.000000|1900.000000|77.000000|0.000000|210.000000|1400.000000|371.000000|670.000000|1100.000000|26200.000000|0.012000|1400.000000|36.000000|2400.000000|0.000000|1000.000000|0.000000|250.000000|840.000000|1300.000000|0.500000|0.000000|0.200000|1.360000|0.556000|0.035000|0.000000|0.000000|0.000000|3.060000
169|541|"rye"|"rye flour, dark, whole meal"|420.000000|500.000000|1600.000000|650.000000|0.000000|0.000000|33.300000|61800.000000|0.000000|0.000000|0.004000|0.317000|140.000000|337.476099|0.000000|0.000000|296.000000|14800.000000|2000.000000|420.000000|230.000000|0.004600|2.800000|350.000000|610.000000|380.000000|92.600000|2.160000|150.000000|420.000000|301.000000|438.000000|790.000000|8700.000000|0.001500|420.000000|5.110000|5640.000000|0.000000|330.000000|0.000000|110.000000|230.000000|510.000000|0.330000|0.000000|0.106000|0.490000|0.280000|0.074200|0.000000|6.000000|0.000000|2.800000
134|29|"common bean"|"beans, brown, dried"|730.000000|910.000000|3400.000000|230.000000|0.000000|0.000000|77.300000|43000.000000|0.000000|0.000000|0.011400|0.500000|120.000000|313.814532|0.000000|0.000000|12600.000000|17800.000000|2500.000000|700.000000|480.000000|0.001900|5.000000|880.000000|1300.000000|1400.000000|131.000000|2.000000|170.000000|940.000000|477.000000|1327.000000|700.000000|18900.000000|0.008800|1200.000000|8.000000|3200.000000|0.000000|790.000000|0.000000|240.000000|420.000000|1900.000000|0.350000|0.000000|0.140000|0.500000|0.415000|0.140000|0.000000|0.500000|0.170000|2.000000
119|2003|"sweet basil"|"spices, basil, dried"|1180.000000|1230.000000|14850.000000|3020.000000|16.100000|0.000000|2240.000000|0.000000|47750.000000|54.900000|0.000000|2.100000|190.000000|233.269598|1238.000000|498.000000|2157.000000|37700.000000|2570.000000|1250.000000|450.000000|0.000000|89.800000|1060.000000|1850.000000|1150.000000|711.000000|9.800000|320.000000|1250.000000|274.000000|2630.000000|2700.000000|22980.000000|0.003000|530.000000|76.000000|1710.000000|0.000000|760.000000|4070.000000|260.000000|750.000000|1450.000000|0.080000|0.000000|1.200000|0.838000|1.340000|0.310000|0.800000|0.000000|1.714500|7.100000
326|16055|"carob"|"carob flour"|584.000000|130.000000|2270.000000|503.000000|0.000000|0.000000|348.000000|0.000000|88880.000000|11.900000|0.000000|0.571000|29.000000|222.036329|197.000000|216.000000|90.000000|39800.000000|362.000000|267.000000|122.000000|0.000000|2.940000|209.000000|442.000000|196.000000|54.000000|0.508000|81.000000|151.000000|79.000000|827.000000|354.000000|4620.000000|0.005300|304.000000|35.000000|49080.000000|0.000000|271.000000|650.000000|48.000000|120.000000|446.000000|0.053000|0.000000|0.461000|0.047000|0.366000|0.029000|0.200000|0.000000|0.000000|0.920000
441|12149|"colorado pinyon"|"nuts, pine nuts, pinyon, dried"|605.000000|2251.000000|2260.000000|1054.000000|0.000000|0.000000|8.000000|0.000000|19300.000000|0.000000|0.000000|1.035000|210.000000|629.063098|22942.000000|25668.000000|9377.000000|10700.000000|1969.000000|589.000000|277.000000|0.000000|3.060000|450.000000|834.000000|434.000000|234.000000|4.333000|207.000000|443.000000|35.000000|628.000000|622.000000|11570.000000|0.000000|491.000000|72.000000|0.000000|0.000000|367.000000|60980.000000|146.000000|424.000000|598.000000|1.243000|0.000000|0.223000|0.210000|0.111000|0.058000|2.000000|0.000000|0.000000|4.280000
440|12145|"pili nut"|"nuts, pilinuts, dried"|509.000000|1516.000000|2910.000000|1222.000000|0.000000|0.000000|145.000000|0.000000|3980.000000|0.000000|0.000000|0.958000|189.000000|719.000000|37229.000000|7605.000000|31184.000000|0.000000|2393.000000|650.000000|255.000000|0.000000|3.530000|483.000000|890.000000|369.000000|302.000000|2.313000|395.000000|497.000000|575.000000|507.000000|471.000000|10800.000000|0.000000|599.000000|3.000000|0.000000|0.000000|407.000000|79550.000000|189.000000|381.000000|701.000000|0.913000|0.000000|0.093000|0.479000|0.115000|0.060000|0.600000|0.000000|0.000000|2.970000
224|9173|"longan"|"longans, dried"|585.000000|131.000000|3100.000000|469.000000|0.000000|0.000000|45.000000|0.000000|74000.000000|0.000000|0.000000|0.807000|0.000000|286.089866|0.000000|0.000000|0.000000|0.000000|780.000000|158.000000|45.000000|0.000000|5.400000|97.000000|202.000000|172.000000|46.000000|0.248000|49.000000|112.000000|196.000000|658.000000|158.000000|4900.000000|0.000000|180.000000|48.000000|0.000000|0.000000|128.000000|400.000000|0.000000|94.000000|217.000000|0.040000|0.000000|0.500000|0.000000|0.000000|0.000000|28.000000|0.000000|0.000000|0.220000
147|280|"european plum"|"prune, dried plum"|64.000000|35.000000|2100.000000|1000.000000|0.000000|0.000000|41.800000|54600.000000|0.000000|0.000000|0.000300|0.380000|3.000000|258.126195|0.000000|0.000000|234.000000|7600.000000|90.000000|51.000000|27.000000|0.000800|1.100000|47.000000|73.000000|60.000000|24.000000|0.380000|12.000000|51.000000|78.200000|416.000000|120.000000|2700.000000|0.001000|64.000000|3.000000|39500.000000|0.000000|43.000000|0.000000|9.000000|22.000000|68.000000|0.080000|0.000000|0.090000|0.460000|0.150000|0.004000|4.000000|0.000000|0.000000|0.530000
346|12008|"cottonseed"|"seeds, cottonseed flour, low fat (glandless)"|2313.000000|6732.000000|5760.000000|5425.000000|0.000000|0.000000|474.000000|0.000000|36100.000000|0.000000|0.000000|1.172000|1307.000000|332.000000|221.000000|577.000000|310.000000|0.000000|12476.000000|2416.000000|1570.000000|0.000000|12.580000|1796.000000|3404.000000|2529.000000|716.000000|2.129000|809.000000|3103.000000|1587.000000|1761.000000|2125.000000|49830.000000|0.000000|2492.000000|35.000000|0.000000|0.000000|1843.000000|1410.000000|752.000000|1796.000000|2557.000000|2.089000|0.000000|0.396000|0.445000|0.764000|0.228000|2.400000|0.000000|0.000000|11.610000
52|12174|"watermelon"|"seeds, watermelon seed kernels, dried"|1492.000000|4897.000000|3940.000000|2764.000000|0.000000|0.000000|54.000000|0.000000|15310.000000|0.000000|0.000000|0.686000|438.000000|557.000000|7407.000000|28094.000000|9779.000000|0.000000|5699.000000|1663.000000|775.000000|0.000000|7.280000|1342.000000|2149.000000|887.000000|515.000000|1.614000|834.000000|2031.000000|755.000000|648.000000|1251.000000|28330.000000|0.000000|1508.000000|99.000000|0.000000|0.000000|1112.000000|47370.000000|390.000000|1016.000000|1556.000000|0.190000|0.000000|0.145000|0.346000|0.089000|0.058000|0.000000|0.000000|0.000000|10.240000
170|12032|"sesame"|"seeds, sesame flour, partially defatted"|2107.000000|5979.000000|6050.000000|3743.000000|0.000000|0.000000|150.000000|0.000000|35140.000000|0.000000|0.000000|1.432000|814.000000|382.000000|4405.000000|5113.000000|1634.000000|0.000000|8991.000000|2761.000000|1187.000000|0.000000|14.300000|1734.000000|3088.000000|1293.000000|362.000000|1.403000|1331.000000|2138.000000|810.000000|425.000000|1841.000000|40320.000000|0.000000|2198.000000|41.000000|0.000000|0.000000|1674.000000|11890.000000|882.000000|1689.000000|2252.000000|2.530000|0.000000|0.270000|2.760000|0.152000|0.029000|0.000000|0.000000|0.000000|10.700000
79|1014|"common buckwheat"|"buckwheat flour"|340.000000|560.000000|900.000000|1600.000000|0.000000|0.000000|8.000000|65400.000000|0.000000|0.000000|0.000000|0.000000|69.000000|357.313576|0.000000|0.000000|321.000000|4700.000000|1000.000000|440.000000|170.000000|0.000000|2.100000|270.000000|490.000000|430.000000|48.000000|0.000000|130.000000|310.000000|190.000000|200.000000|260.000000|12000.000000|0.000000|340.000000|0.000000|0.000000|0.000000|260.000000|0.000000|130.000000|160.000000|410.000000|0.350000|0.000000|0.110000|0.000000|0.280000|0.000000|0.000000|0.000000|0.000000|2.000000
40|2028|"pepper"|"spices, paprika"|640.000000|890.000000|7740.000000|2850.000000|7.100000|0.000000|229.000000|0.000000|53990.000000|51.500000|0.000000|0.713000|230.000000|282.265774|1695.000000|7766.000000|2140.000000|34900.000000|2260.000000|780.000000|250.000000|0.000000|21.140000|570.000000|920.000000|690.000000|178.000000|1.590000|200.000000|610.000000|314.000000|2280.000000|2310.000000|14140.000000|0.006300|610.000000|68.000000|10340.000000|0.000000|490.000000|12890.000000|70.000000|380.000000|750.000000|0.330000|0.000000|1.230000|2.510000|2.141000|0.049000|0.900000|0.000000|0.080300|4.330000
205|20522|"corn"|"cornmeal, degermed, unenriched, white"|560.000000|239.000000|510.000000|465.000000|1.000000|0.000000|3.000000|0.000000|79450.000000|8.600000|0.000000|0.076000|159.000000|370.000000|299.000000|634.000000|169.000000|3900.000000|1455.000000|217.000000|172.000000|0.000000|1.100000|242.000000|1006.000000|105.000000|32.000000|0.174000|162.000000|366.000000|99.000000|142.000000|746.000000|7110.000000|0.010500|341.000000|7.000000|1610.000000|0.000000|172.000000|1750.000000|38.000000|187.000000|337.000000|0.140000|0.000000|0.050000|0.240000|0.182000|0.030000|0.000000|0.000000|0.000000|0.660000
126|20647|"millet"|"millet flour"|1282.000000|370.000000|1210.000000|710.000000|0.000000|0.000000|14.000000|0.000000|73050.000000|0.000000|0.000000|0.535000|178.000000|373.565966|924.000000|2618.000000|536.000000|3500.000000|2599.000000|271.000000|257.000000|0.000000|3.940000|473.000000|1537.000000|144.000000|119.000000|1.002000|319.000000|675.000000|285.000000|224.000000|911.000000|10750.000000|0.032700|782.000000|4.000000|1660.000000|0.000000|354.000000|4250.000000|170.000000|326.000000|584.000000|0.413000|0.000000|0.073000|1.267000|0.372000|0.042000|0.000000|0.000000|0.000800|2.630000
79|20011|"common buckwheat"|"buckwheat flour, whole-groat"|712.000000|935.000000|2540.000000|1078.000000|0.000000|0.000000|41.000000|0.000000|70590.000000|54.200000|0.000000|0.515000|218.000000|335.086042|949.000000|949.000000|677.000000|10000.000000|1948.000000|981.000000|294.000000|0.000000|4.060000|474.000000|792.000000|640.000000|251.000000|2.030000|164.000000|495.000000|337.000000|577.000000|482.000000|12620.000000|0.005700|652.000000|11.000000|2600.000000|0.000000|482.000000|3100.000000|183.000000|230.000000|646.000000|0.417000|0.000000|0.190000|0.440000|0.582000|0.054000|0.000000|0.000000|0.007000|3.120000
381|192|"hazelnut"|"nut, hazel (uk), filbert (usa), dried"|840.000000|2500.000000|2400.000000|1800.000000|0.000000|0.000000|136.000000|21100.000000|0.000000|0.000000|0.000400|1.400000|230.000000|597.992352|0.000000|0.000000|3540.000000|8200.000000|4100.000000|840.000000|450.000000|0.000400|2.800000|730.000000|1200.000000|530.000000|158.000000|7.200000|240.000000|790.000000|349.000000|738.000000|680.000000|14900.000000|0.002100|900.000000|1.900000|4700.000000|0.000000|560.000000|0.000000|190.000000|480.000000|930.000000|0.390000|0.000000|0.200000|1.150000|0.540000|0.072000|6.300000|2.000000|0.000000|2.000000
341|12114|"coconut"|"nuts, coconut meat, dried (desiccated), toasted"|271.000000|870.000000|2300.000000|518.000000|0.000000|0.000000|27.000000|0.000000|44400.000000|0.000000|0.000000|0.812000|105.000000|592.017208|1999.000000|514.000000|41678.000000|0.000000|1212.000000|251.000000|122.000000|0.000000|3.390000|208.000000|393.000000|234.000000|92.000000|2.801000|99.000000|269.000000|211.000000|554.000000|219.000000|5300.000000|0.000000|274.000000|37.000000|0.000000|0.000000|193.000000|47000.000000|62.000000|164.000000|321.000000|0.061000|0.000000|0.102000|0.817000|0.306000|0.009000|1.500000|0.000000|0.000000|2.050000
261|11432|"daikon radish"|"radishes, oriental, dried"|248.000000|456.000000|8330.000000|538.000000|0.000000|0.000000|629.000000|0.000000|63370.000000|109.700000|0.000000|1.631000|62.000000|271.032505|119.000000|325.000000|218.000000|23900.000000|1492.000000|248.000000|149.000000|0.000000|6.730000|344.000000|413.000000|393.000000|170.000000|0.539000|75.000000|262.000000|204.000000|3494.000000|202.000000|7900.000000|0.000700|240.000000|278.000000|37320.000000|0.000000|326.000000|720.000000|43.000000|150.000000|365.000000|0.270000|0.000000|0.680000|1.854000|0.618000|0.295000|0.000000|0.000000|0.004500|2.130000
5|2026|"allium"|"spices, onion powder"|180.000000|1950.000000|4040.000000|660.000000|0.400000|0.000000|384.000000|0.000000|79120.000000|39.000000|0.000000|0.590000|80.000000|341.000000|202.000000|310.000000|219.000000|15200.000000|2090.000000|270.000000|160.000000|0.000000|3.900000|140.000000|220.000000|490.000000|113.000000|1.300000|90.000000|280.000000|322.000000|985.000000|690.000000|10410.000000|0.014300|140.000000|73.000000|6630.000000|0.000000|140.000000|1040.000000|60.000000|130.000000|170.000000|0.457000|0.000000|0.080000|0.732000|0.718000|0.064000|23.400000|0.000000|0.004100|4.050000
